text,sentiment
Omg! Star Wars Day!  May the fourth be with you everyone  This calls for me to watch at least 1 film tonight.,positive
"FCKeditor is giving me problems! Posts just fine, but only edits in plain text! Help!",negative
 I don`t like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death,negative
 http://twitpic.com/4j6kc - man i love your shelves! way to go diy diva!,positive
 Listened to it again coz you reminded me. This is so depressing.  ? http://blip.fm/~5joo9,negative
Somebody please save the polar bears!,positive
 - THANKS ! My motivation is returning at about the rate I`m inputting coffee  !,neutral
finally home  crazy party 2nite! thanks  4 driving me home!,positive
Disappointment really sucks!  I`m getting used to it.,negative
 it`s a dreary monday morning and I slept like ****...give me a break...,negative
what fun!  I got retweeted by a bot,positive
 Hey what`s up? My name is Caleb and I`m your newest follower!!!,neutral
 but it`s fun when they blatantly ignore the advice,positive
 SSSSSSSSSSMACK!!!! Get back at it girl!  Are you doing WW?,neutral
 heh coincidence im a barnsley fan too  how`d you track me down :o,positive
watching spongebob,neutral
Josh just called me a big bucket of ugly  wish me luck for my audition tweets!,neutral
Stayin over at dustins tonight... my car hates me!,negative
 see you..... 08.08.09,neutral
About to Enjoy the Silence,positive
"its a beautiful,albeit, windy at times, night in So No....",positive
" The Hulk, great movie  You might recognize Toronto`s Younge Street in some of the fight scenes.",positive
SICK again,negative
Omg. i love my parents i juss got a lavender camera as an early birthday present!!!,positive
" yeah mine is stubborn too.  you just gotta keep trying until it does, no way around it",neutral
Walking from Teignmouth to Dawlish   http://twitpic.com/4jf4k,neutral
read twilight and new moon keen to read eclipse and breaking dawn hmm twilight was better then new moon but there still awesome,positive
 no...i`m just tired..,negative
  u guys are soo unfair smh...,negative
_juansimon God I`m bored. Wish we could`ve done something 2night!,negative
 I sent you a message.,neutral
" Yeah I just accepted UBC`s offer last night, but I dunno if I`ll still make it in because I`ve been slacking off a lot lately.",negative
Is pretty hammered drunk! Props to me! Two nights in a row!!!,neutral
"  he`s hard to please, methinks he has the picture in his head just fine",positive
just got outta work.  ....... Frankie`s house.,neutral
 happy mother`s day! you are beautiful.,positive
Unanticipated thunderstorm quashed camping trip,negative
Soooo full that im starting to feel sick,negative
back to work.. with no distractions..,positive
" Bubble tea is awesome, it`s been so long since I`ve had some",positive
 Oh  I`m sorry  I can`t even imagine...although I know it will be reality for me soon,negative
cleaning cleaning cleaning today then working out!  i love not working!,neutral
 Yeah I hate that too!!!! Sorry ur goin thru that,negative
  does the Creepy Lolipop guy play head esploder 5  ??,neutral
 I`m good! thx.  and how are u? what are u doing?,positive
it`s Blockbuster week in New Zealand - 'Wolverine' tomorrow followed by 'Star Trek' on Thursday!,positive
" yeah man, they brought it back on the market a couple years ago...it scarce through",negative
"David Mitchell`s presenting `Have I Got News For You` tonight <3 I love him! I think he`s ace <3 On another note, **** this headache",neutral
 my GF has an interview with them this week,neutral
_buns awesome! thank you,positive
 She must be a were-Wookiee then,neutral
 _langley Hi guys! Guess who has Twitter on her phone now? Me!,neutral
Running around town with Kathleen....she`s leaving me for a month..,neutral
This has been a dismal week.,negative
" I`m there all weekend, expecting it to be way too hot",neutral
 WELCOMEEE BACKKKKK,neutral
" Awww, thank you!  & you`re welcome lol",positive
 Haha! Sometimes mobiles makes us slaves ... but it has its own advantages too!,neutral
"EVIL CREDIT CARD COMPANIES!!  God, and just when I was starting to *build* my credit again - I get this stupid `ding` from them!",negative
"_ omg and you never would believe what we did. ahaha, i loved it. but it felt like a movie, but REAL!!",positive
  requested the date - and he is the guest of honour after all...,neutral
beach...yummy steak and catching up on `lost` with my man...lovely day,positive
 my love!!! We still havn`t done lunch together like we said we would.. I miss you my friend,neutral
"Nice win by the Dodgers, 8-0 over Giants",positive
The chicken noodle soup I made for lunch to feel better just burned my tongue . . .not a good day.,negative
What the ****!? It`s only 20:35!!? Oh my GOD! My internal clock really IS **** up. Nooooo.,negative
" Patience, it`s worth it",positive
 hehe...nice try,positive
" yes I am, do you want to meet?",neutral
I want a new lappy,neutral
 don`t say that - I really miss my red Porsche (sold it 2 yrs ago),negative
I`m SUPER tired and probably could sleep ALL day BUT I work 12:30 to 9:30 today in Tool Rental... Oh the Joy!!,negative
 I listen it right now - so much fun!!!  No I just have to get it somehow,positive
" oh dear. (I`m sorry, but i laughed  )",negative
Ooh hayfever has struck..thought I was going to avoid it this year but nooo!  Remedies anyone...?,negative
" Hmmm, maybe that`s what they meant. They eluded to something brand new but you know how the media is",neutral
 giv ya mom n gman happy mothers day,positive
 Bummer   was going to try and make it/ other commitments I`m afraid got into the way.  Next time hopefully-,neutral
"When i say 'we close at 6', it does not mean 'come in at 6'. Ffs people. Also RIP Polly",negative
~ Happy Star Wars Day.every one ~  ...may the fourth be with you!,positive
i miss you bby      wish you were going tomorrow to make me do good.,negative
"bed...sorta. today was good, sara has strep thought Angelina does to; i shared a water with her B4 they told me, i will prob get it to",positive
 The winds nearly blew you out of the outfield.,neutral
_CLP i heard 88db is better for mixing down...especially  if you use 808 sounds,neutral
On the plane to yosemite. Forgot my laptop at home,neutral
" I need horror to be lovecraftian actually, not enough weird horror movies.",negative
 That sounds like a good compromise.,positive
   G`night!,neutral
 freeeeeeeeeeeeeeeezING **** im so excited to see you soooooooon!!!  lets go see 17 again AGAIN yehhaaaaaaa!,neutral
 i trusted matt with my life in that picture. funnnn night though,positive
 hey free,neutral
time for bed up in 6 hours,neutral
"i`m thinking that tonight`s plans are not gonna happen. sigh...sadface. i shouldn`t be surprised, but i am.",negative
Thinking of summer,neutral
"Off to work again. Yo ho, Yo ho, another day at the hell hole",neutral
 nope im nott! i was planning on doing but my aunties come over from america and we`re havin this big family meal so i cant  ****,negative
 i.m with u on the internet surfing part lol but we.re drinking,neutral
"Graveyard charged my card twice (one correct total, one random amt) from last night`s #atltweet tweetup. Check your accounts!",neutral
" I`m blue.  In other news, you will love tonight`s DC!",positive
 i had to make sure I was looking at the right game summary...,neutral
can`t set up my phone on twitter,neutral
  ugh headache   i just wanna go home,negative
Happy Mother`s Day!  http://tinyurl.com/re74xc,positive
break from packing. watching the office  Pam: 'I had just woken up. I didn`t look cute. That`s how I knew he meant it.',negative
" Link won`t open, but I will try it when i have a better connection tomorrow. I`m curious now",positive
_**** it was indeed  made my life!,positive
" I know   But maybe by then you will have forgotten about it, and it will be like Christmas in July!!",neutral
#twpp ..still nw in trending topics..,neutral
"NIN App Gets Rejected by Apple, Reznor Threatens to go Jailbreak - always entertaining  http://viigo.im/sXB",negative
"gonna have to eat something, I feel so horrid.  I need a hug!",negative
WALC-ers are you ready to cry? its going to be a long day of reminiscing,neutral
"Sleeeep. Good day, nice night, comfy bed.",positive
" that sucks...wish we could get it there cheaper...   if you`re in montreal, there`s a cool shop that carries them up there!",neutral
and Mike for bring it to me even tho it was really late and he has to get up at 5am in the morning...,neutral
Back to work I go....,neutral
listening to some music!,neutral
 I hope your mom is ok?,positive
_matta take my 'how well do you know me' quiz!! i made one the other day... no one took it yet  i put pics from yday on fb ****,neutral
rblpnBro  Not quite where I need to be here ... sad but true. Soon however all will be WELL  6wks ? http://blip.fm/~5z4ve,negative
10) I`m allergic to hot wax,negative
**** I hate this weather this **** sucks! I wanted to go out tonight but not n no mess like this,negative
waitin 4 the skool bus soo tired nd still soo much 2 do...want 2 b lazy nd sleep but since I cnt ill sing all my fav songs,negative
" Hella worth it, even if you don`t need the full 32 now.",positive
" i dont even have a WII! b likes xbox, so that`s what we have  do you use it?",positive
Very bad things.......I need to stop thinking!,negative
is back from TAFE and has bowling in about an hour,neutral
" yï¿½n tï¿½m, sang n?m s? th?y **** m?c Tr?n tinh twitter tr? l?i Lï¿½ Thï¿½ng , Th?ch Sanh nh? lï¿½m quiz mï¿½ c??i ???c cï¿½ng chï¿½a",neutral
"I wonder what you`re doing, imagining where you are, there`s oceans in between us, but that`s not very far.  http://plurk.com/p/svxe1",negative
I still have a very depressed feline fuzzball...it`s another trip to vet tmrw to see what can be done...worried doesn`t even cover it,negative
cupcakes gave me heartburn,negative
Wide awake and grouchy as ****.,negative
 sigh..... exams aint no wer neaaarr finished!! i have 3 next week...  bin stressd... and i aint guna b bak till end june!,negative
just made a South-Korean email pal. Happy!,positive
Confuzzled,neutral
watching supernatural!  how exciting.,positive
" Good luck with your breakfast search. But here in the US, I have to go to bed. lol. Goodnight David.",positive
 that`s not great  guy related??,neutral
"i`m awake, too early for my liking on a sunday...but i`m looking at my pictures  last night was bloody awesome, there are no words...",positive
